user_id,portfolio,股票,债券,基金,REITs,大宗商品,现金
1,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
7,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464193,0.0,0.2702973667151296,0.0,0.0,0.29430825743845096
12,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
17,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464193,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
20,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
21,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
29,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
30,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
37,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.43539437584641943,0.0,0.27029736671512966,0.0,0.0,0.294308257438451
45,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
50,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464193,0.0,0.2702973667151296,0.0,0.0,0.29430825743845096
53,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
71,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
74,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
81,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464193,0.0,0.2702973667151296,0.0,0.0,0.29430825743845096
90,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
114,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
121,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
126,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
130,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
132,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
134,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
137,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.27029736671512966,0.0,0.0,0.294308257438451
138,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
144,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
156,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
159,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
165,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
169,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.27029736671512966,0.0,0.0,0.294308257438451
170,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464193,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
182,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
186,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
189,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
193,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.27029736671512966,0.0,0.0,0.294308257438451
200,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
204,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
206,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
211,"股票: 43.5%, 债券: 0.0%, 基金: 27.0%, REITs: 0.0%, 大宗商品: 0.0%, 现金: 29.4%",0.4353943758464194,0.0,0.2702973667151296,0.0,0.0,0.294308257438451
