day,mkt_ret,mkt_vol
0,-0.004703132877499095,0.08015683753751487
1,-0.014518436645615782,0.19778932933177143
2,-0.014963255927980057,0.08838857987444482
3,0.005207302029335788,0.14913107730966615
4,-0.01846277085304018,0.11516577078334103
5,-0.0034342529226987118,0.15376296005393447
6,-0.002571157850676958,0.15221553498144805
7,0.001270211370566816,0.13135289525148655
8,-0.008081907585474871,0.15960076830188644
9,0.009459824630928948,0.1989398786013115
10,0.0015964923895987796,0.12268953196774576
11,-0.021896275550859438,0.15950559235756281
12,1.8061380887730957e-05,0.13335407285081394
13,-0.006699898826926745,0.13204988657315284
14,-0.005271239329841342,0.20061391916736415
15,0.017991113590516968,0.19420616432362403
16,-0.0078094395511722325,0.16826199892933738
17,-0.0031426088212542173,0.1690671897646314
18,-0.0015220378534368775,0.15694028048135789
19,0.005197832432512076,0.16894101178671994
20,0.00736275023432161,0.12913661356249162
21,-0.01670941927381211,0.11777762961691493
22,-0.007420929273061571,0.1312134529318664
23,0.004211072222563674,0.18032082157656973
24,-6.771381040885456e-05,0.2522162472502459
25,0.0036495049252125685,0.21953850159435073
26,-0.005233851404121014,0.1596108280773346
27,0.024788580042576624,0.2021853028376353
28,0.007796976838148471,0.16960159562748384
29,0.007360252790670659,0.2561763317356489
30,0.0009640456515493819,0.19577943244441745
31,-0.008959060845260637,0.14409501237473765
32,0.001197835217696006,0.21295927623866723
33,0.008152688827574191,0.2070013794067769
34,0.018342497545884125,0.26369585649329264
35,0.008346839933215972,0.17842687698350349
36,-0.001096338659485522,0.15388769376484582
37,-0.015677965002568236,0.1259177478291926
38,0.005619997683493456,0.1513345787019953
39,-0.0013904140281563314,0.16161281393095636
40,-0.004812921530562151,0.08738012726449366
41,0.02638886410666048,0.08819154269152618
42,-0.007579909406679207,0.10707541354161107
43,-0.005475957181407811,0.0876254146292301
44,0.010526211577082858,0.159587566486864
45,-0.00822756443908086,0.18554176836808378
46,-0.004434561928000324,0.0590109452859459
47,0.014803818228877538,0.1867656946306427
48,-0.025189473612264583,0.13900371640658282
49,0.016805038254636532,0.12933092484006392
50,0.0066185810241526696,0.2748952194067324
51,0.013379250910097578,0.2045844168229853
52,0.0011377064109199257,0.17876810648796043
53,-0.00506878041378288,0.16945143447042305
54,0.007829706818758983,0.208478058931609
55,-0.00181235677214091,0.13027670821577192
56,0.008704991039428315,0.09793319252939232
57,0.011677509165727334,0.11656238757197934
58,-0.01020111789507264,0.14119910438290217
59,-0.002588818057131867,0.1046251986157362
60,-0.004198855128598595,0.13974392840726094
61,0.0015036110716494407,0.18720848665167703
62,0.0016733161525208859,0.22687310512542053
63,-0.024087273887536256,0.16073291283340993
64,0.0007161860866990958,0.05645441411647782
65,-0.013253527671589207,0.05770032532199727
66,0.017207052552936024,0.13185161651128924
67,0.005089907228003813,0.12411314481603772
68,-0.002309905988014808,0.09077701449942083
69,0.0025512908305053493,0.15381797208831022
70,0.010385618630442331,0.10644719870399878
71,0.007915226098907093,0.07623119100220298
72,-0.027016858536727372,0.2057934992735282
73,0.00965564556051197,0.1265214130614512
74,-0.003933992309243673,0.2183791425222525
75,0.003938956813386158,0.1364228619458573
76,-0.003149675439521531,0.15645883435837105
77,0.01423802994204065,0.1602530237782652
78,0.023918374116276495,0.15063479355963877
79,-0.003155270569977655,0.15287174093751624
80,0.0006510354848139695,0.12458807785499196
81,0.0015706890832155563,0.14274624634685518
82,-0.01082890807841288,0.17884898855905665
83,0.016585148652840515,0.17421987492017282
84,0.007369748962303821,0.1674277406282754
85,0.003911668652920024,0.17008015560854806
86,0.0051304025987042815,0.15170288739810633
87,-0.014245889634736926,0.07437735120887948
88,0.011006736429726225,0.13092187780753187
89,0.016521212394177972,0.24606096287922075
90,-0.01146500024383964,0.1693816061517217
91,-0.0002630502042975068,0.20930857943446357
92,0.010812559259553678,0.16690237872124075
93,-0.007889603265837602,0.21891325220166752
94,0.009243294385660636,0.06992611802042972
95,0.001164812188717136,0.12403101687204143
96,0.0004470600328910773,0.23789438907588675
97,0.008878944035307795,0.2014530090930037
98,-0.002378416330051814,0.11265763716520091
99,0.004150325011298493,0.19694508410714323
100,0.006098289292229846,0.19085777789067165
101,0.0019158507706760319,0.09089281309305697
102,0.018462058653101493,0.12111230109099003
103,0.0003254435759254096,0.0801678073068589
104,-0.010993723658231707,0.10227660347399223
105,-0.003686724157247558,0.09599336608885087
106,0.0038009358490789106,0.11227300553190186
107,-0.0008769210642752599,0.17202192870153618
108,0.013206258174024996,0.18904437036910443
109,-0.0010386358151147311,0.17169753101913227
110,-0.009989477239692193,0.21746046393342994
111,-0.022200906198104654,0.21041080694935005
112,0.0002766783448676488,0.09672521130119739
113,-0.001065754767081121,0.1755363762272174
114,0.0038847296701926925,0.1606148030898494
115,0.008622630288487953,0.2427021732661393
116,0.005340055054330316,0.16755128031160266
117,-0.03263857771749604,0.11026886985955348
118,-0.001997713835354735,0.08914059862875404
119,0.0055127954759846606,0.14505047574853222
120,-0.001258281285190703,0.1967356731187053
121,0.012252293549696957,0.17091230082446723
122,-0.0019165232608360752,0.11651103521901386
123,0.007381561561884492,0.12279745729706153
124,-0.007184701087889012,0.0937133492614573
125,0.004733792147394866,0.10017514364018854
126,-0.008048528209455223,0.17853790508391418
127,-0.015417004847251871,0.1066566387282438
128,0.016626950975415476,0.17544252109041686
129,-0.013929598950168945,0.19307127055701645
130,0.005084927416487457,0.10573194649171533
131,-0.004804094286288314,0.10443041228455963
132,0.009337622973242683,0.16479771830805795
133,-0.002399277184953772,0.05779875186286812
134,-0.005399197541766139,0.1336830297574995
135,0.009007083723199647,0.21950030430050443
136,-0.004529807378896224,0.10719859849829882
137,0.004991635863336308,0.24285878456710305
138,0.022102969105896916,0.19886225312087616
139,-0.003421897642282359,0.1161314212660489
140,-0.034281046838315836,0.051909545260742804
141,0.016522147000403536,0.05743238160555429
142,-0.007651077642709916,0.16598915279064136
143,0.005825818845474239,0.09695899294742363
144,-0.006584168128890861,0.16513187630889792
145,0.0020500289248170022,0.1385010845965915
146,0.012450857315479529,0.1640150169903056
147,0.0020179781435980555,0.180238112937049
148,-0.014418967641963005,0.1510940576243635
149,-0.002774694811930479,0.21703402729007604
150,-0.011310567800154596,0.16186622650196777
151,0.01830476712364155,0.15900843274925316
152,-0.0041680831019022015,0.1135458820457925
153,-0.01041393299433893,0.126259057614804
154,-0.0020522122711703716,0.2076859045811868
155,0.01405003294200088,0.11092600311555749
156,-0.004824191127132832,0.2265318982802869
157,0.006583463885135853,0.17964645085945521
158,0.0015540164854963986,0.16221274854078627
159,-0.01680654336845445,0.12705976855458145
160,-0.002679912190047304,0.2139298777454035
161,-0.00422487256821069,0.18793618986401803
162,0.007458969008124679,0.16050609163377105
163,-0.005035338570365009,0.12784588478850423
164,0.017457034494558665,0.05
165,0.004453952146260045,0.14315721902008283
166,0.0029989533601836437,0.11103246626187385
167,0.006855170574153321,0.1576184969431479
168,-0.0010715896468020951,0.1866024371414903
169,-0.016340531878021623,0.12325942394007217
170,-0.006655566560768985,0.11335170313764792
171,-0.008041525635042897,0.17137028958900952
172,0.00017444619760363103,0.23588135069356556
173,-0.009848894971304221,0.08534586562312685
174,0.0019135692738401094,0.3024520950925179
175,0.011576739015825515,0.11839842511244396
176,-0.00787335240403648,0.21992437326428002
177,-0.011374185649517794,0.17919117152166109
