day,mkt_ret,mkt_vol
0,-0.013713777432749945,0.13277413806500837
1,-0.0027156056663121303,0.18613013483050075
2,0.0009123096525887743,0.16439998777369055
3,-0.0014820741809966577,0.17014739299571768
4,-0.015921352496329536,0.1608175161489689
5,0.012015917063236467,0.17022637374228555
6,0.022041982333569365,0.1764755879543351
7,0.013309876791726228,0.13626592855226907
8,0.011355232687864716,0.1541445280709808
9,0.0027611960514560305,0.23716291874348452
10,-0.00792997370727137,0.15710155145005694
11,0.0012252805263596764,0.1521281748226959
12,0.021555880368415038,0.15514422536131997
13,-0.0030198811250705605,0.139104574084189
14,-0.004049572478239416,0.12823220181395983
15,0.01157303659103914,0.16043392621827157
16,0.012236860507455958,0.12471423990204243
17,-0.007979018057748035,0.1427242535261392
18,-0.002114846132374226,0.11047426467368562
19,-0.004519054959014345,0.15540059022671587
20,0.0011968937906109032,0.17920974720880137
21,0.011536866709514928,0.13940425700445422
22,-0.00754027521128091,0.05
23,0.011396648122369367,0.1795185772027736
24,0.001516512489213085,0.156009192137988
25,0.02376192136314278,0.100338427499327
26,0.0036883088437087356,0.18866351211616367
27,-0.00046918569629265266,0.08007873996420763
28,0.006247147271159924,0.2022703807662234
29,-0.002871462378872101,0.14713166901763935
30,-0.017452731233518256,0.05
31,-0.00190521174271098,0.15891647936316186
32,-0.0020629360906922506,0.1296903815954532
33,-0.015423174605498118,0.12215753540884318
34,-0.00023035189794492767,0.11311371192718908
35,-0.02017110224609397,0.14363921045700637
36,-0.0029768683515547924,0.12574056594164293
37,0.0029359599204467233,0.05716548784058072
38,0.001469961771382324,0.21360339433386022
39,-0.0036106947288681818,0.13778211720190975
40,-0.00035530401948071486,0.11340324920608683
41,-0.007340644374778308,0.09357881587273344
42,0.0006081651942253477,0.18853660337264605
43,0.0010808640659177092,0.08507840154517375
44,-0.008502499779015097,0.15669936509289834
45,0.0031769920050909767,0.12081754990632093
46,0.003114526550804537,0.12372901697188338
47,-0.001162099135810711,0.094822023451205
48,0.02471047036286818,0.11898402837391699
49,-0.0009070238668430859,0.15044061957534288
50,-0.002292342453730181,0.16176561131744965
51,-0.003723931092077327,0.11072037593585107
52,-0.009209392230763997,0.14545327987812928
53,0.007358973598434033,0.19442272154852108
54,-0.006362469680194502,0.06686857215254635
55,-0.005179481469977529,0.14968655132040704
56,-0.004882415595385981,0.10246080272989133
57,-0.009349435158485112,0.09736579139417342
58,-0.01701083332544723,0.16305057564990502
59,-0.004129398671591936,0.12273742656662202
60,0.009233353127122913,0.08915984368824499
61,0.0024697980546524393,0.21621415960349938
62,0.016105752701881252,0.19600447571659146
63,0.008009563049891836,0.05338470218204153
64,0.005739648102740448,0.0762785935998966
65,0.019326490226527153,0.17967285356593407
66,-0.00047145595003211306,0.13575630834812652
67,0.0011307567350495229,0.22502873221774786
68,0.0003853557833986231,0.1808168199270505
69,0.015937867311835496,0.1649732761926999
70,0.0005251531645909095,0.09890686540872813
71,-0.005982773740771044,0.1745720147432236
72,0.0063767553796285174,0.08621180226247664
73,-0.00766259811057028,0.21526222667050343
74,0.005834715126139251,0.1711069294509121
75,0.00463840934141835,0.10875847116212037
76,-0.0013940266780649592,0.19023387140661574
77,0.006158115720868267,0.26207624445681676
78,-0.014377899303083516,0.13911914500952746
79,0.0021296212132498596,0.17752065948456464
80,-0.00412765384666732,0.1284085340154499
81,0.029122635772845212,0.15426761088091726
82,0.0020582506964020777,0.07463827199842762
83,-0.0054639204978343715,0.14997352432470673
84,-0.013283017360530818,0.15217886649153056
85,0.01355406196794266,0.23994988884223742
86,-0.0030003271952377783,0.06024984436483251
87,-0.007413520670754192,0.13595582704461104
88,0.0038629921400905962,0.21440586089155178
89,0.006997188314056536,0.13791142521006217
90,0.006839529332095289,0.1414329233507501
91,0.0006975042305936161,0.10833704875589129
92,0.0020919013688671995,0.10336973098686211
93,0.0028203707568070276,0.05870731170834238
94,0.0038639626562887337,0.11853923761779228
95,0.0047488519590148225,0.10053224724439383
96,0.01144452751305546,0.15590194168285368
97,0.001064148620258503,0.11061658987881341
98,-0.007668032658303618,0.12602045074757465
99,-0.0009429170310403434,0.12738973034711698
100,0.008037808187349968,0.14759174088548138
101,-0.017365279583848457,0.12357388717975795
102,-0.017307521953719613,0.09691069550314338
103,0.009682761213923245,0.15428832219739191
104,0.015701228168513277,0.20337416081323056
105,-0.012152000350194736,0.15642330978953872
106,0.0015045927083289503,0.11950897808806889
107,-0.003495451129170151,0.14384267974531875
108,-0.0021083011224162385,0.05
109,0.003555310087564156,0.14302986252305674
110,-0.01242870229010749,0.12998228154547636
111,-0.010572175004924012,0.10332698209967439
112,-0.0025125117292122516,0.1123950823834016
113,-0.0009537559789416022,0.12948827492301765
114,-0.010759551056841715,0.19962291380032454
115,0.008396476747891844,0.20460302083900464
116,-0.003675609731110334,0.10359374192210946
117,-0.0037181760606684535,0.12409613133783032
118,0.003326587902299008,0.1253705021355711
119,-0.000789082760674993,0.19047727577750623
120,0.008874768129058132,0.15727532763158084
121,-0.008834225378006665,0.15463949313205208
